"period","indexName","subIndex","priceChange","totalValue","priceChangeWeighted"
2004-12-01,"Primary Producer Price Index","Planetary Processed Materials",1.018656,6256772650.5724,0.001103
2004-12-01,"Primary Producer Price Index","Planetary Refined Commodities",1.024244,33578674030.4402,0.007697
2004-12-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.953895,22266916463.209,-0.009707
2004-12-01,"Primary Producer Price Index","Processed Moon Materials",24.353413,6453654.5368,0.001425
2004-12-01,"Primary Producer Price Index","Reactions",0.938111,1897410731.6795,-0.00111
2004-12-01,"Secondary Producer Price Index","Blueprints",0.930247,265563569228.983,-0.025791
2004-12-01,"Secondary Producer Price Index","Commodity",1.010109,302183983905.882,0.004253
2004-12-01,"Secondary Producer Price Index","Planetary Commodities",1.110356,2872620773.1862,0.000441
2004-12-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.902218,22201094278.2149,-0.003022
2004-12-01,"Secondary Producer Price Index","Planetary Specialized Commodities",1.018229,69458105996.3489,0.001762
2004-12-01,"Secondary Producer Price Index","Tech II construction components",0.879864,55944473454.3825,-0.009357
2005-01-01,"Consumer Price Index","Ammo",0.880248,42966457380.4748,-0.002323
2005-01-01,"Consumer Price Index","Boosters",1.004752,1085142.7896,0
2005-01-01,"Consumer Price Index","Commodity",1.005308,132718075966.882,0.000318
2005-01-01,"Consumer Price Index","Drones",1.039168,13927807072.0957,0.000246
2005-01-01,"Consumer Price Index","Ice Products",0.777415,15183432998.056,-0.001525
2005-01-01,"Consumer Price Index","Implants",2.013345,145872087178.802,0.066744
2005-01-01,"Consumer Price Index","Insignias",1.270103,144781508.7947,0.000017
2005-01-01,"Consumer Price Index","Skills",1.028638,157166311835.998,0.002032
2005-01-01,"Consumer Price Index","Starbase structures",0.989777,101913957375.636,-0.00047
2005-01-01,"Consumer Price Index","Tech I modules",1.022806,311518952572.385,0.003207
2005-01-01,"Consumer Price Index","Tech I ships",1.020483,993403934497.978,0.009187
2005-01-01,"Consumer Price Index","Tech II modules",0.998868,214928643650.274,-0.000109
2005-01-01,"Consumer Price Index","Tech II ships",0.964587,84941154427.3025,-0.001358
2005-01-01,"Mineral Price Index","High-End Minerals",1.01287,603610895368.885,0.008149
2005-01-01,"Mineral Price Index","Low-End Minerals",1.079383,349633358025.847,0.029116
2005-01-01,"Primary Producer Price Index","Advanced Moon Materials",0.937236,7762613773.8073,-0.000696
2005-01-01,"Primary Producer Price Index","Alloys & Compounds",1.264068,47907844.353,0.000018
2005-01-01,"Primary Producer Price Index","Commodity",1.150164,4830896841.345,0.001036
2005-01-01,"Primary Producer Price Index","Datacores",49.999666,7500000,0.000525
2005-01-01,"Primary Producer Price Index","Ice",0.97046,3311270449.3205,-0.000139
2005-01-01,"Primary Producer Price Index","Ore",1.093079,28988847008.6019,0.003855
2005-01-01,"Primary Producer Price Index","Planetary Processed Materials",1.000431,55608694984.6349,0.000034
2005-01-01,"Primary Producer Price Index","Planetary Refined Commodities",0.996128,269856287790.914,-0.001492
2005-01-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.992692,326219252897.554,-0.003406
2005-01-01,"Primary Producer Price Index","Processed Moon Materials",0.837987,523189853.5565,-0.000121
2005-01-01,"Primary Producer Price Index","Raw Moon Materials",0.714912,992192917.8462,-0.000404
2005-01-01,"Primary Producer Price Index","Reactions",0.998919,1706900686.2749,-0.000002
2005-01-01,"Secondary Producer Price Index","Blueprints",1.007954,148095273530.872,0.000406
2005-01-01,"Secondary Producer Price Index","Commodity",1.00003,2131440586084.4,0.000022
2005-01-01,"Secondary Producer Price Index","Planetary Commodities",0.992619,12353729411.019,-0.000031
2005-01-01,"Secondary Producer Price Index","Planetary Refined Commodities",1.000104,151617250643.395,0.000005
2005-01-01,"Secondary Producer Price Index","Planetary Specialized Commodities",1.000274,402007315202.122,0.000037
2005-01-01,"Secondary Producer Price Index","Tech II construction components",0.790073,54452468685.2895,-0.003941
2005-02-01,"Consumer Price Index","Ammo",0.954103,49800707273.6959,-0.000878
2005-02-01,"Consumer Price Index","Boosters",1.001106,1086343.23,0
2005-02-01,"Consumer Price Index","Commodity",0.996792,172230838936.982,-0.000212
2005-02-01,"Consumer Price Index","Drones",0.936175,13783385613.4588,-0.000337
2005-02-01,"Consumer Price Index","Ice Products",1.026862,28260567886.4922,0.000291
2005-02-01,"Consumer Price Index","Implants",1.038751,92219510498.5798,0.001372
2005-02-01,"Consumer Price Index","Insignias",3.484525,892403728.746,0.000851
2005-02-01,"Consumer Price Index","Skills",1.005381,177463166980.266,0.000366
2005-02-01,"Consumer Price Index","Starbase structures",1.020263,137875660875.384,0.001073
2005-02-01,"Consumer Price Index","Tech I modules",0.999681,407678187956.016,-0.000049
2005-02-01,"Consumer Price Index","Tech I ships",1.038169,1065986770702.88,0.01563
2005-02-01,"Consumer Price Index","Tech II modules",1.043871,326099918266.152,0.005495
2005-02-01,"Consumer Price Index","Tech II ships",1.008956,130816214421.706,0.00045
2005-02-01,"Mineral Price Index","High-End Minerals",0.994623,708821649271.73,-0.003251
2005-02-01,"Mineral Price Index","Low-End Minerals",1.045123,463267254060.924,0.017834
2005-02-01,"Primary Producer Price Index","Advanced Moon Materials",0.97654,12440901742.6296,-0.000355
2005-02-01,"Primary Producer Price Index","Alloys & Compounds",1.040027,159577436.1743,0.000007
2005-02-01,"Primary Producer Price Index","Commodity",0.977942,7610165536.8448,-0.000204
2005-02-01,"Primary Producer Price Index","Ice",1.001752,8265503672.0022,0.000017
2005-02-01,"Primary Producer Price Index","Ore",1.08087,31262192972.8864,0.003075
2005-02-01,"Primary Producer Price Index","Planetary Processed Materials",1.00329,59834079197.8282,0.000239
2005-02-01,"Primary Producer Price Index","Planetary Refined Commodities",1.004939,295516404116.416,0.001775
2005-02-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.985581,401218667549.348,-0.007037
2005-02-01,"Primary Producer Price Index","Processed Moon Materials",1.031039,709811968.3566,0.000026
2005-02-01,"Primary Producer Price Index","Raw Moon Materials",0.886489,3443994578.4535,-0.000475
2005-02-01,"Primary Producer Price Index","Reactions",0.994863,1627575247.4356,-0.00001
2005-02-01,"Secondary Producer Price Index","Blueprints",0.995046,170866481389.449,-0.00024
2005-02-01,"Secondary Producer Price Index","Commodity",1.000312,2653580098597.71,0.000234
2005-02-01,"Secondary Producer Price Index","Planetary Commodities",1.104666,12513868457.456,0.000371
2005-02-01,"Secondary Producer Price Index","Planetary Refined Commodities",1.000426,169664171544.854,0.00002
2005-02-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.9934,441785886252.313,-0.000826
2005-02-01,"Secondary Producer Price Index","Tech II construction components",0.931648,78323112362.0791,-0.001517
2005-03-01,"Consumer Price Index","Ammo",0.922449,53926725662.0006,-0.001643
2005-03-01,"Consumer Price Index","Boosters",0.99416,1440000,0
2005-03-01,"Consumer Price Index","Commodity",0.999496,148096163702.701,-0.000029
2005-03-01,"Consumer Price Index","Drones",1.018645,11810580212.1297,0.000086
2005-03-01,"Consumer Price Index","Faction Ships",1.17647,200000000,0.000013
2005-03-01,"Consumer Price Index","Ice Products",0.962862,28365206753.8814,-0.000414
2005-03-01,"Consumer Price Index","Implants",1.024998,139527644765.743,0.00137
2005-03-01,"Consumer Price Index","Insignias",1.744703,2632269186.5931,0.00077
2005-03-01,"Consumer Price Index","Skills",0.957575,177946168402.24,-0.002966
2005-03-01,"Consumer Price Index","Starbase structures",0.995853,53591441274.0723,-0.000087
2005-03-01,"Consumer Price Index","Tech I modules",1.023426,422168535008.167,0.003886
2005-03-01,"Consumer Price Index","Tech I ships",1.020148,1003707237064.92,0.007947
2005-03-01,"Consumer Price Index","Tech II modules",0.981094,361965744618.605,-0.002689
2005-03-01,"Consumer Price Index","Tech II ships",0.995051,140543323405.755,-0.000273
2005-03-01,"Mineral Price Index","High-End Minerals",0.978977,595574103928.911,-0.012812
2005-03-01,"Mineral Price Index","Low-End Minerals",1.077755,381664792754.828,0.030367
2005-03-01,"Primary Producer Price Index","Advanced Moon Materials",1.022329,19265972996.3819,0.000548
2005-03-01,"Primary Producer Price Index","Alloys & Compounds",1.246024,575630323.8266,0.00018
2005-03-01,"Primary Producer Price Index","Commodity",0.99223,7226080824.7774,-0.000071
2005-03-01,"Primary Producer Price Index","Ice",1.002483,8247481288.5003,0.000026
2005-03-01,"Primary Producer Price Index","Ore",1.074353,26972515638.9189,0.002558
2005-03-01,"Primary Producer Price Index","Planetary Processed Materials",0.994341,47136074881.8234,-0.00034
2005-03-01,"Primary Producer Price Index","Planetary Refined Commodities",1.003503,271165566431.82,0.001211
2005-03-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.997231,396739552644.188,-0.001401
2005-03-01,"Primary Producer Price Index","Processed Moon Materials",0.809352,940584601.9662,-0.000228
2005-03-01,"Primary Producer Price Index","Raw Moon Materials",0.941804,4800408864.4436,-0.000356
2005-03-01,"Primary Producer Price Index","Reactions",0.977792,849689799.0592,-0.000024
2005-03-01,"Secondary Producer Price Index","Blueprints",0.992672,274213826817.582,-0.0006
2005-03-01,"Secondary Producer Price Index","Commodity",1.000719,2423470317176.47,0.000521
2005-03-01,"Secondary Producer Price Index","Planetary Commodities",0.981045,21785804453.7291,-0.000123
2005-03-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.999211,143096005195.461,-0.000033
2005-03-01,"Secondary Producer Price Index","Planetary Specialized Commodities",1.007104,398620504570.816,0.000846
2005-03-01,"Secondary Producer Price Index","Tech II construction components",1.097311,83090320771.4488,0.002417
2005-04-01,"Consumer Price Index","Ammo",0.960973,60791158332.1366,-0.000809
2005-04-01,"Consumer Price Index","Boosters",1,900000,0
2005-04-01,"Consumer Price Index","Commodity",0.996805,157358914552.967,-0.000171
2005-04-01,"Consumer Price Index","Drones",1.054031,13716909944.7728,0.000252
2005-04-01,"Consumer Price Index","Faction Ships",1.25,250000000,0.000021
2005-04-01,"Consumer Price Index","Ice Products",1.035966,36314682358.1514,0.000445
2005-04-01,"Consumer Price Index","Implants",0.813514,134859509653.963,-0.008581
2005-04-01,"Consumer Price Index","Insignias",0.882909,6900647255.4013,-0.000275
2005-04-01,"Consumer Price Index","Skills",1.003274,183893538774.734,0.000205
2005-04-01,"Consumer Price Index","Starbase structures",1.007436,60921420855.083,0.000154
2005-04-01,"Consumer Price Index","Tech I modules",1.021283,522361201202.341,0.003793
2005-04-01,"Consumer Price Index","Tech I ships",0.997731,1142391236996.78,-0.000884
2005-04-01,"Consumer Price Index","Tech II modules",0.98663,417909920902.31,-0.001906
2005-04-01,"Consumer Price Index","Tech II ships",1.01764,192848844244.916,0.00116
2005-04-01,"Mineral Price Index","High-End Minerals",0.981919,613659911469.51,-0.010354
2005-04-01,"Mineral Price Index","Low-End Minerals",1.034578,457875069284.208,0.014775
2005-04-01,"Primary Producer Price Index","Advanced Moon Materials",1.166484,23059015184.4094,0.004455
2005-04-01,"Primary Producer Price Index","Alloys & Compounds",1.05719,1069732560.8255,0.000071
2005-04-01,"Primary Producer Price Index","Commodity",1.012277,8104715584.7487,0.000115
2005-04-01,"Primary Producer Price Index","Ice",1.008894,12389643820.4037,0.000127
2005-04-01,"Primary Producer Price Index","Ore",1.018488,34172902418.8322,0.000733
2005-04-01,"Primary Producer Price Index","Planetary Processed Materials",1.002381,54797328105.4209,0.000151
2005-04-01,"Primary Producer Price Index","Planetary Refined Commodities",0.99535,286565925516.891,-0.001546
2005-04-01,"Primary Producer Price Index","Planetary Specialized Commodities",1.002599,430637824081.654,0.001299
2005-04-01,"Primary Producer Price Index","Processed Moon Materials",0.717407,2050454393.799,-0.000672
2005-04-01,"Primary Producer Price Index","Raw Moon Materials",1.157455,7782294130.0689,0.001422
2005-04-01,"Primary Producer Price Index","Reactions",0.978923,943757108.8315,-0.000023
2005-04-01,"Secondary Producer Price Index","Blueprints",0.999914,315634105983.048,-0.000006
2005-04-01,"Secondary Producer Price Index","Commodity",0.998548,2892903554562.91,-0.001062
2005-04-01,"Secondary Producer Price Index","Planetary Commodities",0.977618,22889938255.1961,-0.000129
2005-04-01,"Secondary Producer Price Index","Planetary Refined Commodities",1.001454,164517737904.666,0.00006
2005-04-01,"Secondary Producer Price Index","Planetary Specialized Commodities",1.00009,443236429174.814,0.00001
2005-04-01,"Secondary Producer Price Index","Tech II construction components",1.170982,115067106632.833,0.004975
2005-05-01,"Consumer Price Index","Ammo",0.971419,69778490038.3878,-0.00061
2005-05-01,"Consumer Price Index","Boosters",0.999145,1258923.0766,0
2005-05-01,"Consumer Price Index","Commodity",0.998242,176184436261.106,-0.000094
2005-05-01,"Consumer Price Index","Drones",1.022245,13009018708.045,0.000088
2005-05-01,"Consumer Price Index","Ice Products",1.017525,42415655739.5121,0.000227
2005-05-01,"Consumer Price Index","Implants",0.823551,212835900393.668,-0.011504
2005-05-01,"Consumer Price Index","Insignias",0.883212,5345914708.4903,-0.000191
2005-05-01,"Consumer Price Index","Skills",0.998298,212506778615.886,-0.00011
2005-05-01,"Consumer Price Index","Starbase structures",0.987419,90969417719.6628,-0.00035
2005-05-01,"Consumer Price Index","Tech I modules",1.032533,595348748505.17,0.005933
2005-05-01,"Consumer Price Index","Tech I ships",0.996784,1153427973032.76,-0.001136
2005-05-01,"Consumer Price Index","Tech II modules",0.982707,465414322644.949,-0.002465
2005-05-01,"Consumer Price Index","Tech II ships",1.00007,227182535064.059,0.000004
2005-05-01,"Mineral Price Index","High-End Minerals",0.976114,573301376535.162,-0.01325
2005-05-01,"Mineral Price Index","Low-End Minerals",1.006184,460125131254.383,0.002753
2005-05-01,"Primary Producer Price Index","Advanced Moon Materials",1.174307,32070870863.5579,0.006179
2005-05-01,"Primary Producer Price Index","Alloys & Compounds",1.320705,1958838265.7727,0.000694
2005-05-01,"Primary Producer Price Index","Commodity",0.99806,7699140388.0559,-0.000016
2005-05-01,"Primary Producer Price Index","Ice",1.001903,14289182248.8127,0.00003
2005-05-01,"Primary Producer Price Index","Ore",1.005857,37982949280.9949,0.000245
2005-05-01,"Primary Producer Price Index","Planetary Processed Materials",0.998783,57706121967.4632,-0.000077
2005-05-01,"Primary Producer Price Index","Planetary Refined Commodities",1.001769,291724162950.058,0.00057
2005-05-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.99683,439564106206.668,-0.00154
2005-05-01,"Primary Producer Price Index","Processed Moon Materials",1.544965,8870490754.0884,0.005343
2005-05-01,"Primary Producer Price Index","Raw Moon Materials",1.088814,11262199301.9719,0.001105
2005-05-01,"Primary Producer Price Index","Reactions",0.976345,1509449376.0548,-0.000039
2005-05-01,"Secondary Producer Price Index","Blueprints",1.002753,218177999970.899,0.000152
2005-05-01,"Secondary Producer Price Index","Commodity",0.998065,2949877857520.78,-0.001444
